,Intensity
345.271,0.1091917943107221
345.487,0.08540694748358861
345.704,0.021484573304157546
345.921,0.04678326039387309
346.137,-0.004103774617067833
346.354,-0.060812527352297585
346.571,-0.24286591903719912
346.787,-0.7559974288840262
347.004,0.3651378555798687
347.22,-0.4775899343544857
347.437,-0.11984239606126913
347.653,0.220633533916849
347.87,0.3058369803063457
348.086,5.433507439824944
348.303,-3.7685234135667387
348.519,1.6100090262582054
348.736,1.5242623085339166
348.952,1.5764919584245076
349.169,1.661020295404814
349.385,1.7216489059080964
349.601,1.6856345185995625
349.818,1.663696553610503
350.034,1.6443259299781179
350.251,1.635018544857768
350.467,1.6245364332603938
350.683,1.564552407002188
350.9,1.555530962800875
351.116,1.5326814004376366
351.332,1.5177314551422318
351.549,1.5477986870897154
351.765,1.565047921225383
351.981,1.5936114332603937
352.197,1.6351489059080964
352.414,1.6630445842450763
352.63,1.7014613785557986
352.846,1.7225206783369802
353.062,1.6988867067833697
353.278,1.655430032822757
353.495,1.6765258205689275
353.711,1.6785869803063456
353.927,1.7013427789934352
354.143,1.7042413566739605
354.359,1.6853998905908096
354.575,1.6729398249452954
354.792,1.7329502735229758
355.008,1.7055128008752733
355.224,1.677577680525164
355.44,1.65896772428884
355.656,1.6384637308533916
355.872,1.6600851750547045
356.088,1.7409723194748359
356.304,1.7258353938730853
356.52,1.737065919037199
356.736,1.7596851203501092
356.952,1.7476861050328225
357.168,1.741739989059081
357.384,1.7484631291028445
357.6,1.6868992888402625
357.816,1.6926072210065641
358.032,1.6995807439824944
358.248,1.7338230306345732
358.464,1.7306599015317283
358.679,1.7476056345733042
358.895,1.7414346280087525
359.111,1.7669434354485776
359.327,1.7486401531728666
359.543,1.752621827133479
359.759,1.7664836980306344
359.974,1.7698469912472647
360.19,1.7622279540481398
360.406,1.755748249452954
360.622,1.7441466083150983
360.838,1.7416925601750544
361.053,1.7467026258205687
361.269,1.7336615973741791
361.485,1.7458675601750544
361.701,1.7606791028446387
361.916,1.7550473741794308
362.132,1.7588102844638949
362.348,1.7728241247264769
362.563,1.768534135667396
362.779,1.752293052516411
362.995,1.745753555798687
363.21,1.7509731947483589
363.426,1.761798905908096
363.641,1.7578181619256015
363.857,1.7696430525164113
364.073,1.7649086433260393
364.288,1.7569736323851202
364.504,1.7856652078774615
364.719,1.7816791575492337
364.935,1.7763724835886212
365.15,1.7825689824945297
365.366,1.7802883479212253
365.581,1.7929483588621442
365.797,1.7969820021881837
366.012,1.775441849015317
366.228,1.7648109956236324
366.443,1.7855379649890588
366.658,1.7828233041575492
366.874,1.7708907002188183
367.089,1.7734394420131288
367.305,1.7876625273522972
367.52,1.7925091903719912
367.735,1.7994283369803061
367.951,1.7857879102844638
368.166,1.7871346827133476
368.381,1.8063596827133477
368.597,1.8016647155361047
368.812,1.8015568927789933
369.027,1.810178829321663
369.243,1.8074736870897155
369.458,1.8322977571115973
369.673,1.842324124726477
369.888,1.83333386214442
370.104,1.8225560722100655
370.319,1.827723577680525
370.534,1.8205610503282275
370.749,1.821923905908096
370.964,1.822561542669584
371.179,1.8148429431072208
371.395,1.8087840262582053
371.61,1.8218093544857765
371.825,1.8073678884026259
