,Intensity
345.271,-0.48631072210065646
345.487,-0.22720842450765863
345.704,0.015671225382932166
345.921,-0.15039223194748355
346.137,-0.4093336980306346
346.354,-0.3036865426695842
346.571,-0.8461887308533917
346.787,-2.980762582056893
347.004,6.065224835886214
347.22,5.9932417943107215
347.437,0.2649819474835886
347.653,-15.627929978118162
347.87,9.907015317286652
348.086,36.7721898249453
348.303,-11.555519693654267
348.519,5.094562910284464
348.736,4.17534409190372
348.952,4.283956783369803
349.169,4.251285010940919
349.385,4.499251094091904
349.601,4.664025164113784
349.818,4.742336980306345
350.034,4.671515864332604
350.251,4.72887964989059
350.467,4.7136799781181615
350.683,4.587769146608315
350.9,4.667177242888403
351.116,4.567822757111597
351.332,4.464621991247265
351.549,4.620242888402625
351.765,4.797035557986871
351.981,4.871159737417942
352.197,5.11370897155361
352.414,5.219310722100656
352.63,5.374071115973741
352.846,5.59302078774617
353.062,5.4997314004376365
353.278,5.386449671772429
353.495,5.394841903719912
353.711,5.424628555798687
353.927,5.420405908096279
354.143,5.326152078774617
354.359,5.256086433260394
354.575,5.336049234135667
354.792,5.472564004376368
355.008,5.476461706783369
355.224,5.38488238512035
355.44,5.386783369803063
355.656,5.4383998905908095
355.872,5.460785010940919
356.088,5.608064004376367
356.304,5.606699124726477
356.52,5.714645514223195
356.736,5.801090809628009
356.952,5.888152078774617
357.168,5.877438730853392
357.384,5.949836433260393
357.6,5.859301422319475
357.816,6.005438183807439
358.032,6.023225929978118
358.248,6.15332658643326
358.464,6.110021881838074
358.679,6.2182527352297585
358.895,6.290927789934353
359.111,6.450047592997811
359.327,6.420716630196936
359.543,6.535110503282275
359.759,6.658522975929978
359.974,6.7555913566739605
360.19,6.824519146608314
360.406,6.887905361050327
360.622,6.832292122538293
360.838,6.743383479212254
361.053,6.79689715536105
361.269,6.7987002188183805
361.485,6.82821498905908
361.701,6.7933090809628
361.916,6.68025875273523
362.132,6.7096373085339165
362.348,6.830530087527351
362.563,6.801275164113784
362.779,6.730727024070022
362.995,6.842835886214442
363.21,6.980248905908095
363.426,7.079833698030634
363.641,7.160257111597374
363.857,7.287461706783369
364.073,7.273427242888402
364.288,7.282801969365427
364.504,7.276650437636761
364.719,7.274553063457329
364.935,7.293834245076586
365.15,7.309670678336979
365.366,7.3110268052516405
365.581,7.354937089715535
365.797,7.428393326039387
366.012,7.4432882932166295
366.228,7.425365426695842
366.443,7.53694146608315
366.658,7.610966083150984
366.874,7.539679978118162
367.089,7.717692013129102
367.305,7.792828227571115
367.52,7.825398249452954
367.735,7.874240700218818
367.951,7.790295951859956
368.166,7.763902078774617
368.381,7.907730853391684
368.597,7.817027352297592
368.812,7.815275164113786
369.027,7.8178873085339164
369.243,7.927321115973742
369.458,8.133483041575492
369.673,8.240798687089715
369.888,8.265716083150984
370.104,8.30178829321663
370.319,8.331421225382933
370.534,8.328621991247264
370.749,8.297064004376367
370.964,8.309713347921225
371.179,8.307463347921225
371.395,8.31457986870897
371.61,8.364870350109408
371.825,8.34021170678337
372.04,8.46441794310722
372.255,8.444762035010939
372.47,8.42053829321663
372.685,8.419049234135667
372.9,8.401303610503282
373.115,8.395055251641137
373.33,8.46035284463895
373.545,8.479879102844638
373.76,8.568222100656454
373.975,8.540242888402625
374.19,8.490666849015318
374.405,8.570689277899344
374.62,8.665566739606126
374.835,8.72712035010941
375.05,8.746811269146608
375.265,8.777322757111596
375.48,8.903857221006563
375.695,9.136525711159736
375.91,9.108346280087526
376.125,9.125537199124725
376.339,9.121695295404812
376.554,9.144200765864333
376.769,9.18530579868709
376.984,9.156027899343544
377.199,9.159939277899342
377.414,9.194589715536106
377.628,9.264851203501093
377.843,9.33936761487965
378.058,9.36236761487965
378.273,9.440416301969364
378.487,9.468619803063456
378.702,9.47487089715536
378.917,9.500283916849016
379.131,9.457659737417943
379.346,9.420831509846828
379.561,9.418976477024069
379.775,9.390998358862143
379.99,9.342225382932165
380.205,9.353959518599563
380.419,9.326856673960611
380.634,9.301923413566739
380.848,9.42634737417943
381.063,9.452122538293215
381.278,9.528365973741794
381.492,9.569203501094092
381.707,9.595777899343544
381.921,9.682002188183807
382.136,9.808560722100657
382.35,9.78532658643326
382.565,9.801612144420131
382.779,9.820489606126914
382.994,9.873019146608314
383.208,9.85042396061269
383.422,9.943818380743982
383.637,9.917900437636762
383.851,9.971143326039387
384.066,10.0720443107221
384.28,10.114494529540481
384.494,10.1535590809628
384.709,10.231882385120349
384.923,10.212537746170678
385.137,10.192671772428882
385.352,10.173440919037198
385.566,10.198889496717724
385.78,10.226483041575491
385.995,10.253049781181618
386.209,10.238607768052516
386.423,10.307139496717724
386.637,10.395727024070023
386.852,10.432025164113785
387.066,10.446096827133479
387.28,10.427371991247265
387.494,10.484327680525164
387.708,10.548618708971553
387.923,10.562613785557987
388.137,10.610749452954048
388.351,10.660270787746171
388.565,10.703134026258207
388.779,10.724408096280087
388.993,10.791534463894967
389.207,10.834382932166301
389.421,10.879120350109407
389.635,10.856612691466083
389.85,10.861289934354485
390.064,10.84974726477024
390.278,10.90291739606127
390.492,10.918710612691466
390.706,10.934546498905906
390.92,10.918741794310721
391.134,10.967401531728665
391.348,11.070280087527351
391.561,11.131681072210066
391.775,11.13260557986871
391.989,11.119469365426696
392.203,11.152707330415753
392.417,11.197605032822757
392.631,11.26595021881838
392.845,11.229983588621444
393.059,11.262354485776804
393.273,11.274432713347922
393.486,11.288439824945295
393.7,11.240409737417943
393.914,11.298965536105031
394.128,11.294017505470459
394.342,11.277628008752735
394.555,11.227804157549235
394.769,11.247879102844637
394.983,11.304000547045952
395.197,11.374020240700219
395.41,11.352887308533916
395.624,11.372030634573303
395.838,11.414725929978117
396.051,11.517840809628009
396.265,11.534511487964988
396.479,11.533246170678337
396.692,11.556907549234136
396.906,11.572310175054705
397.12,11.601223194748359
397.333,11.648603391684901
397.547,11.663731947483587
397.76,11.702441466083151
397.974,11.72178555798687
398.187,11.77389168490153
398.401,11.817422319474835
398.614,11.84441192560175
398.828,11.870449124726477
399.041,11.851012582056892
399.255,11.897134026258206
399.468,11.902247811816192
399.682,11.883896061269144
399.895,11.89374781181619
400.109,11.896014223194747
400.322,11.866690919037199
400.536,11.840142778993435
400.749,11.839435995623633
400.962,11.856576039387306
401.176,11.879680525164112
401.389,11.888608315098468
401.602,11.835355032822756
401.816,11.898356673960611
402.029,11.952728665207877
402.242,11.964502188183806
402.456,11.97690317286652
402.669,11.94682986870897
402.882,11.900286105032823
403.095,11.96762964989059
403.309,11.938746717724289
403.522,11.947107221006563
403.735,11.915570021881836
403.948,11.915602844638949
404.161,11.984333698030634
404.375,12.020427789934356
404.588,12.014848468271333
404.801,12.027828774617067
405.014,12.01831783369803
405.227,12.074581509846828
405.44,12.110068927789934
405.653,12.108439277899343
405.866,12.10525601750547
