,Intensity
440,-0.07553172866520781
441,-0.07718818121480481
442,-0.08162599427546219
443,-0.08605239974281062
444,-0.07747103249090104
445,-0.06837998434048458
446,-0.05063977153701699
447,-0.06945096290458017
448,-0.06704887464832796
449,-0.07819955715327706
450,-0.07367200687714894
451,-0.06913798322392467
452,-0.07022334062727915
453,-0.06988389340418881
454,-0.06503572210065657
455,-0.07635529853079084
456,-0.06462627644055427
457,-0.0702872043596165
458,-0.060275203375456665
459,-0.06548329808507737
460,-0.053060229759299866
461,-0.05288880118787093
462,-0.06422796186308222
463,-0.04676148011265499
464,-0.04337002816370527
465,-0.03500993800145895
466,-0.04701715211541879
467,-0.040193827018311465
468,-0.02921175389737516
469,-0.031923696250772335
470,-0.02960691738297381
471,-0.018783244165715647
472,-0.01626119219373272
473,-0.02373950404657014
474,-0.015197525467737338
475,-0.012052508559044179
476,0.002660158826547341
477,0.0035077581062263456
478,0.0013687379018682932
479,0.007080457835381555
480,0.01921679771340013
481,0.024059070442686466
482,0.027999918469112692
483,0.02909005217976732
484,0.04170687805083289
485,0.06368254239606144
486,0.06258007385120343
487,0.06830736618414386
488,0.07904854173934202
489,0.08968318675307183
490,0.09636720985524329
491,0.11811231537199089
492,0.128961548981653
493,0.13107154938212887
494,0.13794183870865406
495,0.143648053890633
496,0.15325833782598117
497,0.17495998148459857
498,0.1876935934840749
499,0.20117437552193956
500,0.2107433561665558
501,0.21926975443715027
502,0.23726441347160113
503,0.25182419211619567
504,0.27137697280098105
505,0.2880216986042362
506,0.2968632597565379
507,0.3203590055448157
508,0.33912541094514737
509,0.3561021469571562
510,0.3734169362255415
511,0.38417013660215393
512,0.4071138200803038
513,0.42840143347283904
514,0.4461680705742378
515,0.470673610078392
516,0.49067233540821287
517,0.5147133505767892
518,0.5411860783476551
519,0.5621886246308769
520,0.5840452046752417
521,0.6113040054437735
522,0.6424916721548287
523,0.6663457890804289
524,0.6956312776858622
525,0.7285051849282163
526,0.7618425251216244
527,0.7909899103378355
528,0.8212447643699626
529,0.8497178550461653
530,0.8842155254309657
531,0.9241361770827771
532,0.9523930031488493
533,0.9886185480756837
534,1.0240586246464223
535,1.0672781955489141
536,1.1137309660187922
537,1.1583899177285817
538,1.2031434815720599
539,1.2441196475307865
540,1.2930074051342266
541,1.3448507422662717
542,1.3898263075470876
543,1.4414419112283865
544,1.4870371991247278
545,1.5427010983824612
546,1.5916328919423361
547,1.650405940275455
548,1.7112701436871431
549,1.7688224175658318
550,1.8303011970652616
551,1.8939583113257368
552,1.955359390326718
553,2.0210802783197317
554,2.091586725554555
555,2.1606401003546374
556,2.2248861497666272
557,2.304706414181154
558,2.3815132934861083
559,2.451493012363776
560,2.525665598624568
561,2.600011780445007
562,2.6763734760862796
563,2.7607963372174495
564,2.844913258010698
565,2.929989256775787
566,3.0083011785861293
567,3.100611537794915
568,3.183097821023897
569,3.275231703750248
570,3.361610194553377
571,3.451683688281295
572,3.5456873659466552
573,3.648515739757789
574,3.75085185887298
575,3.8353868698138953
576,3.929928100199221
577,4.036534539723123
578,4.140123085339168
579,4.2344316409212075
580,4.341493315697221
581,4.438015703756926
582,4.541037071208512
583,4.64646958043481
584,4.749146526666453
585,4.854296792841041
586,4.968087919265817
587,5.064701767421103
588,5.173973309056469
589,5.281558109343868
590,5.401349420838917
591,5.511131258205687
592,5.615709480306344
593,5.7295733725382885
594,5.836307363238509
595,5.942433088074399
596,6.049777811816191
597,6.157714956236323
598,6.261338249452953
599,6.3652279923413575
600,6.4739258150984655
601,6.578953925054701
602,6.6857294939824925
603,6.787414368161923
604,6.88288342973071
605,6.980600481400435
606,7.079541275854107
607,7.188564628008753
608,7.282279882385122
609,7.3887288548871295
610,7.47624600024191
611,7.586321220434778
612,7.687847077290172
613,7.787424848531495
614,7.883720127975601
615,7.977355013579938
616,8.08208808544968
617,8.171646129993512
618,8.257772134743744
619,8.343326995336291
620,8.444905844869863
621,8.541684354485778
622,8.638442659637958
623,8.723166965055368
624,8.803786154764275
625,8.897076428950331
626,8.97988125234843
627,9.062644710231423
628,9.149413044559378
629,9.244460409979007
630,9.312384158875405
631,9.390516157195584
632,9.479973566850681
633,9.560395856817632
634,9.637213645047705
635,9.716148482711128
636,9.80413429561586
637,9.866986912762917
638,9.946350148285548
639,10.039244462555265
640,10.100590690222038
641,10.17134838218796
642,10.251268912160047
643,10.320549725643959
644,10.379413672799533
645,10.466743669896843
646,10.543788072723622
647,10.632422503684188
648,10.695593349484216
649,10.75988920365739
650,10.842053521189655
651,10.906269191265128
652,10.978795937833134
653,11.048535507490321
654,11.118871261852666
655,11.20320657124994
656,11.276113506452909
657,11.348468453683441
658,11.410116450653648
659,11.475922501823485
660,11.562151186668912
661,11.638392114122203
662,11.707929792964151
663,11.782468136677322
664,11.847344114462317
665,11.938251776489427
666,12.028489284666922
667,12.095500042080456
668,12.17041128317343
669,12.251234457127387
670,12.337597086557333
671,12.412846584628571
672,12.493581053035257
673,12.572960167159192
674,12.6503116018859
675,12.737669009000879
676,12.824905507681198
677,12.906934309368584
678,13.005395601637753
679,13.092623334769442
680,13.180790983095426
681,13.28100818313068
682,13.376995507420547
683,13.454645434859012
684,13.552389023367077
685,13.651626376118186
686,13.743646319202732
687,13.824620367204599
688,13.923301810637067
689,14.035424085327833
690,14.121045022165278
691,14.222349334427424
692,14.322352177926696
693,14.416913498713162
694,14.513649882043213
695,14.614749535580774
696,14.713173977707877
697,14.817977986412636
698,14.917460461683984
699,15.014380743982496
700,15.121411173413568
701,15.23612429113156
702,15.346755333698024
703,15.445048947724173
704,15.552552098250594
705,15.667091584609768
706,15.765966899423741
707,15.86396636956248
708,15.961452200785912
709,16.053518000962345
710,16.163671242567617
711,16.28805251641138
712,16.386869811655806
713,16.492777068750215
714,16.60324685592537
715,16.704500716918115
716,16.81176994126454
717,16.919764430496365
718,17.01639004376368
719,17.137708467695496
720,17.252393815501552
721,17.35049680409997
722,17.4437457791086
723,17.554654657705537
724,17.664266208768943
725,17.75987926695843
726,17.856329483750702
727,17.925426391928035
728,18.00491996630891
729,18.095901714077314
730,18.17189049529367
731,18.243933627985605
732,18.33818363377444
733,18.413006176698733
734,18.47240720005587
735,18.55556607967767
736,18.62061256343405
737,18.684017552027562
738,18.743991855093604
739,18.810316541738437
740,18.88062267796452
741,18.940924001134615
742,19.005285173890773
743,19.04685218411006
744,19.118295963499236
745,19.168861067787137
746,19.21628217917363
747,19.271377151616566
748,19.31505292011374
749,19.34699593207318
750,19.402506462163135
751,19.445697779051944
752,19.483256307118026
753,19.528396581986684
754,19.54549341497092
755,19.576536625750357
756,19.599544316604312
757,19.632031199265896
758,19.655700368012727
759,19.65768534911478
760,19.667131489954247
761,19.686288281452203
762,19.683828012870286
763,19.692701689372015
764,19.712210850921153
765,19.713735709159785
766,19.701842203712854
767,19.705072986517965
768,19.689383301791946
769,19.681453575019223
770,19.66164565615944
771,19.641868507895204
772,19.62014267549825
773,19.616397309125315
774,19.57558105446803
775,19.542005402448403
776,19.497531966511275
777,19.472684035129216
778,19.41440210834467
779,19.39800088894967
780,19.35370740474265
781,19.288018005204325
782,19.233196630315863
783,19.202916521976974
784,19.132466005851015
785,19.072494684140423
786,19.00807027756636
787,18.938619507120567
788,18.87912037389402
789,18.79083931119779
790,18.709292535064744
791,18.619445196757184
792,18.564723954036182
793,18.492328681948077
794,18.410353816168644
795,18.322384492592455
796,18.227216896246613
797,18.146327214190915
798,18.032394853583
799,17.938872526335928
800,17.842690267364972
801,17.724437573985718
802,17.64163741373506
803,17.551480086926205
804,17.429840028133793
805,17.32182911126073
806,17.219917504268157
807,17.101174604373952
808,16.991895021579598
809,16.871107199850087
810,16.770098997183165
811,16.639620044851725
812,16.49609141107632
813,16.369450678216086
814,16.251394658897205
815,16.1302172346676
816,15.981850317951569
817,15.86035797357254
818,15.738410749906308
819,15.595195383053056
820,15.471203924223557
821,15.325690121135926
822,15.183684928884023
823,15.048986433260396
824,14.921145317770222
825,14.778743326039388
826,14.611300656455139
827,14.448617324548003
828,14.312545988329687
829,14.208597589958664
830,14.045356686185098
831,13.89657861569869
832,13.758404652029876
833,13.590067432530997
834,13.451457561390713
835,13.306551862401127
836,13.142529115680361
837,13.003972409324843
838,12.848804007799226
839,12.703937114301876
840,12.546072876300377
841,12.411885144936441
842,12.259419596538251
843,12.108311619501873
844,11.963482555995382
845,11.813484962382912
846,11.65503893553463
847,11.5232129053672
848,11.369152662700076
849,11.224127934993737
850,11.055104108716879
851,10.918170472426427
852,10.786816619070578
853,10.62972584343977
854,10.475295451173826
855,10.326552321700106
856,10.18694217693382
857,10.053701822868376
858,9.882094334344533
859,9.750116406433506
860,9.583190869305758
861,9.446920961184606
862,9.3111687775841
863,9.168767430873286
864,9.029095546548643
865,8.883403695046749
866,8.730991735254625
867,8.599522466182606
868,8.486936169683709
869,8.348022291341039
870,8.21292843075961
871,8.085028399499846
872,7.948529818693338
873,7.818439962488281
874,7.670802844638947
875,7.550312916536417
876,7.401641194123159
877,7.284838708971548
878,7.1594688652703935
879,7.006563057205377
880,6.877546999062203
881,6.798236210669284
882,6.686427129706479
883,6.550284514198039
884,6.445498993938475
885,6.332261972132093
886,6.2223166384184365
887,6.094673837998949
888,5.983302988002715
889,5.878850153678809
890,5.764590888226568
891,5.655409310532373
892,5.559987481185413
893,5.460513227128422
894,5.3403638171791465
895,5.256517715383438
896,5.113630329745394
897,5.013522355732532
898,4.925285980993331
899,4.81626405462826
900,4.751873581497122
901,4.640600580123151
902,4.555253905653658
903,4.488849392810984
904,4.405098264719349
905,4.273977303953999
906,4.208424863874613
907,4.10657740220354
908,4.016879985796
909,3.9300049554045526
910,3.8695066221352064
911,3.8018624515336477
912,3.7172799915543746
913,3.5959642103230762
914,3.547943589908609
915,3.4692516894066165
916,3.3876124823014493
917,3.3136408819276486
918,3.2708978311236945
919,3.1879677242888422
920,3.122859409190372
921,3.0671908578967684
922,2.9886739992276987
923,2.9187790031463243
924,2.8634843298848907
925,2.7747578658086596
926,2.725461418694085
927,2.6807445101187324
928,2.6145393482338237
929,2.551149275568736
930,2.4771694482928246
931,2.4338125736408025
932,2.4051694865582975
933,2.3805614989706463
934,2.304689841130085
935,2.2684539309159115
936,2.247099471188912
937,2.2236993461498398
938,2.1979397370271974
939,2.255430935448575
940,2.3245388402625817
941,2.2963929418047297
942,2.3628273791585306
943,2.3953835447267386
944,2.3064932192507737
945,2.3171506669374553
946,2.3187006872469498
947,2.180675395379911
948,2.165462709154988
949,2.070177691070625
950,1.990789433168674
951,1.98770735348396
952,1.8161793190266529
953,1.7285033778439762
954,1.6789955873823497
955,1.6337226806569762
956,1.5631086644169656
957,1.4731084974471196
958,1.4658679364763636
959,1.4457224156223072
960,1.3284493435448574
961,1.3085361248055676
962,1.3281992672899672
963,1.2556751740600751
964,1.200050828574478
965,1.1646313844265361
966,1.1323380977477702
967,1.1215953517671244
968,1.0968538620109989
969,1.039548446923203
970,1.0471611684101017
971,1.0678934461226457
972,1.0563130337033568
973,0.9384848294817763
974,0.9855258312429966
975,0.9089744432213335
976,0.902467959216547
977,0.8747345820300452
978,0.9388530359372226
979,0.8608569692983049
980,0.8603605704044782
981,0.8267931763568723
982,0.8257627644055435
983,0.8456782631458827
984,0.7714207526271714
985,0.8059044012028272
986,0.7700242456168792
987,0.7366321438764819
988,0.7458250060782894
989,0.8004653662149872
990,0.7864282964583836
991,0.7544379136612901
992,0.7618402320018524
993,0.8060270634845129
994,0.7553690691384485
995,0.7419025408755445
996,0.8084064143686215
997,0.7772948951438559
998,0.7760452383217593
999,0.7343848468271339
1000,0.7776676012035083
